,userId,movieId,rating,timestamp
1,1,481,3.5,1256677456
2,1,1091,1.5,1256677471
3,1,1257,4.5,1256677460
4,1,1449,4.5,1256677264
5,1,1590,2.5,1256677236
6,1,1591,1.5,1256677475
7,1,2134,4.5,1256677464
8,1,2478,4.0,1256677239
9,1,2840,3.0,1256677500
10,1,2986,2.5,1256677496
11,1,3020,4.0,1256677260
12,1,3424,4.5,1256677444
13,1,3698,3.5,1256677243
14,1,3826,2.0,1256677210
15,1,3893,3.5,1256677486
16,2,170,3.5,1192913581
17,2,849,3.5,1192913537
18,2,1186,3.5,1192913611
19,2,1235,3.0,1192913585
20,2,1244,3.0,1192913551
21,2,1296,4.5,1192913608
22,2,1663,3.0,1192913565
23,2,1962,4.0,1192913533
24,2,2108,3.5,1192913541
25,2,2243,4.5,1192913604
26,2,2352,4.0,1192913575
27,2,2707,3.5,1192913600
28,2,2746,4.0,1192913548
29,2,2915,3.5,1192913562
30,2,3363,4.0,1192913596
31,3,640,3.0,945141610
32,3,828,4.0,945141610
33,3,960,3.0,945141407
34,3,1221,4.0,945141407
35,3,1321,4.0,945141407
36,3,1645,4.0,945141611
37,3,1825,3.0,945141611
38,3,1985,2.0,945141611
39,3,2024,3.0,945141611
40,3,2028,5.0,945141611
41,3,3171,4.0,945141407
42,4,1,4.0,1113765937
43,4,2,4.0,1113767306
44,4,5,2.0,1123990453
45,4,6,4.5,1113767242
46,4,10,4.0,1113765995
47,4,11,3.5,1113767280
48,4,16,4.0,1113765691
49,4,19,2.0,1113767324
50,4,20,2.5,1145937918
51,4,23,3.0,1115782385
52,4,25,4.5,1113767215
53,4,31,3.0,1113796669
54,4,32,4.5,1113767082
55,4,34,3.5,1113767134
56,4,36,3.5,1113767240
57,4,39,2.5,1113767219
58,4,41,4.5,1123990211
59,4,44,1.0,1123989796
60,4,45,2.0,1117080123
61,4,47,5.0,1113767129
62,4,50,4.5,1113767113
63,4,61,3.0,1114050467
64,4,62,3.5,1135543206
65,4,65,0.5,1115782387
66,4,66,0.5,1145937915
67,4,70,3.0,1117080064
68,4,76,2.0,1113766115
69,4,85,4.0,1115782362
70,4,95,4.5,1113767211
71,4,100,4.0,1115782366
72,4,104,3.0,1113765671
73,4,110,4.5,1113767070
74,4,141,4.5,1113767207
75,4,145,4.0,1115782372
76,4,150,4.0,1113765768
77,4,151,4.5,1123990462
78,4,153,2.0,1113767107
79,4,158,0.5,1127946524
80,4,160,2.5,1113767377
81,4,161,4.0,1113765802
82,4,163,2.5,1113765975
83,4,165,4.5,1113767110
84,4,169,0.5,1113796675
85,4,170,3.0,1114050521
86,4,172,3.5,1113796672
87,4,173,3.5,1114050212
88,4,175,3.5,1127946774
89,4,180,4.5,1113797176
90,4,181,0.5,1127946789
92,4,186,2.0,1113766782
93,4,193,0.5,1113766123
94,4,198,4.5,1135543037
95,4,204,3.5,1145937771
96,4,216,2.0,1115782393
97,4,223,4.5,1113767287
98,4,231,0.5,1113767153
99,4,253,4.5,1113767185
100,4,255,0.5,1113796828
101,4,256,2.5,1127946576
102,4,260,4.5,1127947466
103,4,267,3.5,1114050525
104,4,288,4.5,1113767252
105,4,292,3.5,1113767157
106,4,293,4.5,1113795816
107,4,296,5.0,1113767056
108,4,315,2.0,1113796665
109,4,316,5.0,1113767120
110,4,317,2.0,1113767337
111,4,318,5.0,1113766505
112,4,327,1.5,1113766111
113,4,329,3.5,1113766260
114,4,332,2.0,1114050781
115,4,333,1.5,1115782380
116,4,338,2.5,1117080407
117,4,339,0.5,1123990368
118,4,344,3.0,1113767090
119,4,349,5.0,1113765966
120,4,350,2.0,1113767328
121,4,353,4.0,1113767406
122,4,356,3.5,1113767059
123,4,361,3.5,1113766326
124,4,364,4.0,1113766585
125,4,367,2.5,1113765954
126,4,368,3.5,1113765650
127,4,370,2.0,1123990502
128,4,377,3.5,1113767088
129,4,379,1.5,1114050471
130,4,380,4.0,1113765930
131,4,382,3.0,1127946804
132,4,405,3.0,1114050485
133,4,410,1.0,1123990391
134,4,420,2.0,1123990435
135,4,423,3.0,1117080440
136,4,432,2.5,1123990449
137,4,434,1.0,1113767171
138,4,435,2.0,1115782018
139,4,440,4.0,1113767269
140,4,442,2.0,1113767333
141,4,454,2.0,1113767181
142,4,455,2.0,1117080429
143,4,457,4.5,1113767064
144,4,466,2.5,1123990512
145,4,471,4.5,1113796025
146,4,474,3.5,1127946566
147,4,480,4.0,1113767062
148,4,481,4.0,1204592835
149,4,485,0.5,1113796307
150,4,494,4.0,1113766249
151,4,500,3.0,1113767148
152,4,514,4.5,1145937691
153,4,517,3.5,1117080425
154,4,520,3.5,1123990009
155,4,524,4.0,1115781846
156,4,527,4.5,1113767035
157,4,539,0.5,1113767169
158,4,541,4.5,1127947584
159,4,546,0.5,1115782390
160,4,552,3.5,1114050135
161,4,586,2.5,1117080127
162,4,587,2.0,1113767167
163,4,588,2.5,1113797093
164,4,589,4.5,1113767073
165,4,590,4.0,1113766228
166,4,592,4.0,1113767067
167,4,593,4.5,1113766512
168,4,595,2.5,1115781822
169,4,597,3.0,1113767146
170,4,608,5.0,1113767086
171,4,610,4.0,1113766854
172,4,647,3.5,1113766255
173,4,648,4.0,1113767094
174,4,653,3.5,1113766757
175,4,724,3.0,1117080436
176,4,733,5.0,1113767139
177,4,736,3.5,1113767125
178,4,741,4.0,1113795914
179,4,762,3.5,1117080073
180,4,778,3.5,1113767358
181,4,780,4.0,1113766216
182,4,784,0.5,1114050139
183,4,785,4.0,1114050086
184,4,786,4.0,1113765607
185,4,788,1.0,1123990395
186,4,798,3.0,1115782316
187,4,805,4.0,1113796656
188,4,818,0.5,1145937873
189,4,832,4.0,1123989678
190,4,836,2.5,1114050438
191,4,852,3.5,1114050121
192,4,858,4.0,1113767144
193,4,875,3.5,1113796986
194,4,879,2.5,1117080444
195,4,919,4.0,1123990380
196,4,924,4.0,1123990382
197,4,941,4.0,1113766729
198,4,1015,0.5,1135543164
199,4,1020,3.5,1115782338
200,4,1036,4.5,1113767263
201,4,1037,2.0,1113766317
202,4,1047,3.5,1145937580
203,4,1049,4.0,1113796653
204,4,1059,4.5,1113766668
205,4,1079,4.5,1113767312
206,4,1080,4.0,1113765699
207,4,1088,2.5,1115782303
208,4,1089,4.5,1113767348
209,4,1090,4.0,1123990518
210,4,1091,1.0,1127946740
211,4,1092,4.0,1114050105
212,4,1094,2.0,1123990524
213,4,1100,3.0,1113796640
214,4,1101,4.0,1113767413
215,4,1126,3.5,1114050444
216,4,1127,4.5,1113767401
217,4,1136,5.0,1113767266
218,4,1196,5.0,1127947461
219,4,1198,4.5,1113767131
220,4,1200,3.0,1113767278
222,4,1207,2.5,1113765880
223,4,1208,4.0,1113765661
224,4,1210,4.5,1113767079
225,4,1214,2.0,1113795949
226,4,1215,4.0,1127946531
227,4,1220,0.5,1113767368
228,4,1222,5.0,1113795946
229,4,1240,4.0,1113767238
230,4,1242,5.0,1115782326
231,4,1259,3.0,1123990404
232,4,1265,2.5,1113767245
233,4,1270,4.0,1113766230
234,4,1274,2.5,1113795972
235,4,1275,5.0,1113795785
236,4,1291,4.5,1113765962
237,4,1320,3.5,1127946547
238,4,1339,4.5,1123989593
239,4,1356,3.5,1113765959
240,4,1370,4.0,1117080099
241,4,1372,4.5,1123990034
242,4,1374,4.0,1114050145
243,4,1375,3.5,1114050120
244,4,1376,3.5,1127947421
245,4,1377,2.0,1114050124
246,4,1385,3.5,1113766847
247,4,1391,2.0,1115782002
248,4,1393,2.5,1113767290
249,4,1396,5.0,1113795760
250,4,1405,0.5,1113796632
251,4,1407,2.0,1123990445
252,4,1425,5.0,1113796433
253,4,1445,1.5,1123989905
254,4,1466,5.0,1113795923
255,4,1476,2.5,1115782247
256,4,1485,2.0,1123990496
257,4,1500,3.0,1117080107
258,4,1515,1.0,1127947407
259,4,1517,3.5,1113765667
260,4,1518,3.0,1115782267
261,4,1527,5.0,1113765611
262,4,1544,2.0,1123989774
263,4,1552,3.5,1114050117
264,4,1562,1.0,1127947390
265,4,1580,4.0,1113767234
266,4,1584,4.0,1113765644
267,4,1586,3.5,1113766056
268,4,1590,3.5,1115782286
269,4,1591,3.5,1115782271
270,4,1592,0.5,1114050741
271,4,1597,3.5,1115782238
272,4,1606,4.0,1113766423
273,4,1608,3.5,1115782242
274,4,1610,5.0,1113765646
275,4,1615,4.5,1145937649
276,4,1616,3.5,1113796618
277,4,1617,5.0,1113767222
278,4,1625,5.0,1113765906
279,4,1641,3.5,1113796495
280,4,1642,2.0,1135543182
281,4,1645,4.5,1123989692
282,4,1647,3.0,1113766905
283,4,1653,3.5,1113795926
284,4,1665,2.5,1127946751
285,4,1673,3.0,1115782283
286,4,1676,3.5,1115782262
287,4,1682,4.5,1113766525
288,4,1687,4.5,1113766838
289,4,1690,3.5,1117080343
290,4,1704,4.0,1113767304
291,4,1721,0.5,1127947080
292,4,1722,4.0,1117080089
293,4,1732,0.5,1115782251
294,4,1747,4.0,1113766766
295,4,1748,5.0,1113766050
296,4,1760,0.5,1114050751
297,4,1769,4.0,1113766044
298,4,1779,3.0,1127946677
299,4,1784,3.0,1135543176
300,4,1792,4.0,1115782265
301,4,1805,4.5,1113766834
302,4,1810,4.5,1114050386
303,4,1831,3.5,1115782257
304,4,1876,3.5,1113766759
305,4,1882,3.0,1115782291
306,4,1884,2.5,1127946699
307,4,1892,4.5,1115782280
308,4,1909,3.0,1123989764
309,4,1917,4.0,1117080093
310,4,1918,4.0,1113796613
311,4,1921,2.0,1114050405
312,4,1923,3.5,1113765631
313,4,1961,3.0,1113767298
314,4,1967,4.0,1123989633
315,4,1968,0.5,1113767317
316,4,2000,4.5,1113796125
317,4,2001,4.0,1113796615
318,4,2002,4.0,1113796622
319,4,2003,2.5,1115782219
320,4,2004,2.5,1123989997
321,4,2006,4.0,1115782212
322,4,2011,4.0,1114050078
324,4,2021,3.0,1114050409
325,4,2028,5.0,1113767160
326,4,2036,1.5,1113766900
327,4,2046,3.5,1115782204
328,4,2053,1.5,1115781852
329,4,2054,2.5,1115781869
330,4,2058,4.0,1113795730
331,4,2081,2.0,1117080056
332,4,2082,3.0,1115782226
333,4,2094,2.0,1127947426
334,4,2100,3.0,1127946541
335,4,2105,4.0,1114050399
336,4,2115,4.5,1113766516
337,4,2126,3.5,1117080375
338,4,2133,2.0,1123990012
339,4,2140,5.0,1113795962
340,4,2150,4.0,1115782215
341,4,2152,0.5,1115781964
342,4,2153,1.5,1123989799
343,4,2161,3.5,1113766303
344,4,2167,4.5,1123990333
345,4,2174,3.0,1113765688
346,4,2193,5.0,1117080583
347,4,2194,5.0,1113795751
348,4,2231,5.0,1145937515
349,4,2268,4.0,1113795701
350,4,2273,4.0,1113766046
351,4,2278,5.0,1113795873
352,4,2291,3.5,1117080144
353,4,2294,3.5,1115781885
354,4,2296,1.5,1127947215
355,4,2302,4.0,1113796595
356,4,2311,4.0,1114050350
357,4,2334,4.0,1117080370
358,4,2335,3.0,1115782192
359,4,2353,4.5,1113766212
360,4,2355,4.0,1113767362
361,4,2378,2.5,1114050334
362,4,2379,3.0,1145937815
363,4,2381,0.5,1135543160
364,4,2391,4.5,1114050361
365,4,2393,3.5,1115782190
366,4,2405,4.0,1113766308
367,4,2406,4.5,1123990506
368,4,2407,3.0,1127946550
369,4,2424,2.5,1127946558
370,4,2433,4.0,1113796604
371,4,2450,0.5,1113796599
372,4,2468,3.5,1115782199
373,4,2470,3.0,1127946534
374,4,2471,2.0,1127946663
375,4,2478,3.0,1115782224
376,4,2490,3.5,1114050356
377,4,2501,4.0,1123990171
378,4,2502,5.0,1113795823
379,4,2505,4.0,1113796581
380,4,2539,4.0,1145937751
381,4,2541,3.5,1113796334
382,4,2542,4.5,1123989812
383,4,2549,3.0,1114050677
384,4,2571,4.5,1113766771
385,4,2600,3.5,1115782208
386,4,2605,4.0,1117080220
387,4,2616,3.5,1117080288
388,4,2617,4.0,1117080079
389,4,2628,2.5,1127947479
390,4,2640,3.5,1135543152
391,4,2641,3.0,1123990161
392,4,2672,4.5,1114050326
393,4,2683,3.5,1113765602
394,4,2688,4.0,1115782173
395,4,2700,0.5,1123990467
396,4,2701,2.5,1127947375
397,4,2706,4.0,1113767371
398,4,2710,0.5,1123990427
399,4,2712,0.5,1114050129
400,4,2716,3.5,1113767272
401,4,2717,3.0,1114050302
402,4,2718,3.5,1115782178
403,4,2720,0.5,1127946609
404,4,2722,3.0,1115782170
405,4,2723,3.5,1113766828
406,4,2762,5.0,1113766522
407,4,2763,4.5,1113765935
408,4,2764,4.5,1115781888
409,4,2770,2.5,1113765913
410,4,2791,4.0,1113765917
411,4,2792,3.5,1115782158
412,4,2794,3.5,1115782145
413,4,2797,1.5,1113767409
414,4,2803,3.5,1113766273
415,4,2805,2.5,1127946603
416,4,2808,3.0,1115782152
417,4,2816,2.5,1123989912
418,4,2840,3.5,1115782168
419,4,2858,4.0,1113767137
420,4,2860,3.5,1113766885
421,4,2881,3.0,1113796578
422,4,2889,4.0,1113796769
423,4,2890,4.0,1113766769
424,4,2916,4.0,1113767359
425,4,2918,4.0,1113765933
426,4,2947,4.0,1117080268
427,4,2948,4.5,1113795839
428,4,2949,4.5,1113795841
429,4,2953,0.5,1123989825
430,4,2959,5.0,1113766484
431,4,2985,3.0,1114050111
432,4,2986,1.5,1115782135
433,4,2987,3.5,1113765655
434,4,2989,4.0,1117080229
435,4,2990,3.5,1113796589
436,4,2991,4.5,1117080588
437,4,2993,4.0,1113766809
438,4,2997,4.0,1113765605
439,4,3000,4.5,1123990042
440,4,3020,3.5,1113795910
441,4,3033,5.0,1117080284
442,4,3039,3.5,1113797198
443,4,3052,4.5,1113795812
444,4,3063,3.0,1117080533
445,4,3082,4.0,1113766022
446,4,3087,3.5,1145937661
447,4,3107,4.0,1115782122
448,4,3113,3.5,1113766812
449,4,3114,3.0,1113767394
450,4,3146,3.5,1114050292
451,4,3156,3.5,1113796316
452,4,3173,4.0,1113796318
453,4,3190,3.5,1113766176
454,4,3208,4.0,1113796776
455,4,3247,1.5,1117080225
456,4,3248,0.5,1113796765
457,4,3249,3.0,1115781862
458,4,3250,4.0,1127946600
459,4,3252,4.5,1117080629
460,4,3253,2.5,1115782150
461,4,3254,2.0,1113796567
462,4,3255,4.0,1113766277
463,4,3256,5.0,1113795709
464,4,3263,2.0,1123991858
465,4,3264,3.5,1145937802
466,4,3268,0.5,1114050659
467,4,3275,4.5,1113795711
468,4,3298,4.5,1113766820
469,4,3300,3.5,1113766824
470,4,3301,4.5,1114050310
471,4,3316,3.0,1114050632
472,4,3354,3.5,1113796563
473,4,3388,3.0,1113766172
474,4,3448,4.0,1114050088
475,4,3452,4.0,1114050296
476,4,3479,4.0,1204592919
477,4,3481,2.5,1115782062
478,4,3489,4.0,1114050229
479,4,3513,4.0,1117080265
480,4,3527,4.5,1113795778
481,4,3552,4.0,1117080271
482,4,3555,4.0,1115782053
483,4,3578,5.0,1113765922
484,4,3593,1.0,1115782046
485,4,3608,1.5,1115782110
486,4,3617,4.0,1113766029
487,4,3623,2.5,1114050114
488,4,3635,4.5,1113797188
489,4,3638,4.0,1113766027
490,4,3639,3.5,1204592829
491,4,3697,3.5,1117080246
492,4,3698,4.0,1113796323
493,4,3702,4.0,1114050314
494,4,3703,4.0,1114050307
495,4,3704,3.0,1114050233
496,4,3717,4.5,1113766287
497,4,3740,4.5,1117080214
498,4,3745,4.5,1123991864
499,4,3751,4.0,1113766763
500,4,3753,4.0,1113795720
501,4,3755,3.5,1113766280
502,4,3763,4.0,1113796554
503,4,3793,4.5,1113765680
